Year,District,Crime Category,Number of Cases,"Crime Rate per 100,000",Crime Severity,Crime Time,Crime Location,Weather Condition,Unemployment Rate (%),Poverty Level (%),Festival/Event,Population Density (per km²),Literacy Rate (%),Crime Hotspot,Repeat Offenses
2020,Tiruvarur,Cyber Crime,368,4.18,Low,Afternoon,Commercial Area,Foggy,10.79,33.9,Independence Day,7037,84.23,No,1
2020,Theni,Burglary,880,44,High,Evening,Residential Area,Sunny,5.76,33,No Event,7420,94.13,No,1
2019,Nilgiris,Domestic Violence,977,57.47,High,Afternoon,Commercial Area,Rainy,5.93,23.24,Christmas,3312,80.48,No,1
2019,Madurai,Fraud,283,8.84,Low,Evening,Urban Area,Foggy,3.73,19.02,No Event,14707,70.59,No,1
2020,Thoothukudi,Assault,910,11.52,High,Afternoon,Residential Area,Stormy,10.52,34.79,No Event,13450,84.22,No,1
2019,Salem,Domestic Violence,714,11.33,Medium,Afternoon,Residential Area,Foggy,11.94,26.72,Temple Festival,12582,86.13,No,1
2021,Erode,Theft,683,7.19,Medium,Night,Industrial Zone,Stormy,3.18,11.17,Pongal,10746,72.73,No,1
2020,Salem,Domestic Violence,561,8.25,Medium,Morning,Residential Area,Rainy,8.64,29.89,No Event,9805,93.5,No,1
2020,Dharmapuri,Drug Offenses,447,10.64,Medium,Afternoon,Highway,Rainy,5.03,15.19,No Event,3533,85.67,No,1
2019,Theni,Robbery,639,7.34,Medium,Night,Rural Area,Foggy,9.8,30.9,Christmas,2135,79.49,No,1
2019,Krishnagiri,Murder,90,0.93,Low,Morning,Commercial Area,Rainy,4.31,13.5,Temple Festival,5621,78.09,No,1
2021,Tiruvannamalai,Fraud,1121,101.91,High,Evening,Rural Area,Foggy,4.06,13.37,Independence Day,13479,80.38,No,1
2019,Sivagangai,Burglary,409,7.44,Medium,Evening,Residential Area,Foggy,8.62,14.05,Diwali,3047,77.75,No,1
2019,Vellore,Fraud,989,13.36,High,Night,Urban Area,Foggy,6.52,24.07,No Event,5186,69.99,Yes,4
2019,Dindigul,Cyber Crime,161,1.92,Low,Evening,Commercial Area,Sunny,6.72,15.43,Independence Day,13426,87.34,No,1
2020,Villupuram,Assault,680,12.83,Medium,Afternoon,Rural Area,Foggy,8.5,29.05,Temple Festival,2205,75.82,No,1
2020,Sivagangai,Fraud,195,16.25,Low,Evening,Rural Area,Foggy,7.98,18.06,Christmas,9407,85.72,No,1
2020,Nagapattinam,Drug Offenses,374,5.94,Low,Morning,Highway,Cloudy,9.94,15.39,Independence Day,3092,76.05,No,1
2019,Chennai,Theft,690,7.5,Medium,Night,Rural Area,Sunny,5.2,14.03,No Event,10366,73.62,No,1
2020,Thoothukudi,Kidnapping,412,6.44,Medium,Night,Rural Area,Stormy,10.11,27.31,Diwali,6415,74.22,No,1
2021,Dindigul,Cyber Crime,626,7.73,Medium,Evening,Industrial Zone,Stormy,11.96,25.97,Temple Festival,2192,66.99,No,1
2021,Namakkal,Theft,653,10.2,Medium,Night,Rural Area,Rainy,6.47,22.38,Diwali,2259,80.97,No,1
2019,Sivagangai,Drug Offenses,436,12.46,Medium,Evening,Highway,Rainy,4.88,24.22,Christmas,9862,86.32,No,1
2021,Nagapattinam,Domestic Violence,643,19.48,Medium,Night,Residential Area,Foggy,10.08,28.44,No Event,4797,94.22,No,1
2020,Erode,Fraud,1063,36.66,High,Night,Commercial Area,Sunny,5.52,13.01,Christmas,11397,84.45,Yes,3
2020,Vellore,Robbery,421,16.19,Medium,Morning,Commercial Area,Sunny,10.22,20.75,Diwali,14653,81.24,No,1
2020,Theni,Kidnapping,1137,49.43,High,Morning,Residential Area,Stormy,6.78,22.68,Temple Festival,6620,76.53,No,1
2019,Tiruchirappalli,Assault,1064,59.11,High,Evening,Industrial Zone,Foggy,5.01,20.73,Christmas,3728,66.45,No,1
2019,Erode,Fraud,835,17.77,High,Morning,Urban Area,Foggy,4.43,20.23,Diwali,8582,89.61,No,1
2021,Thoothukudi,Drug Offenses,1174,69.06,High,Night,Rural Area,Foggy,9.03,32.1,No Event,13737,77.69,No,1
2020,Virudhunagar,Fraud,285,7.31,Low,Night,Industrial Zone,Sunny,7.01,11.67,Temple Festival,3337,73.49,No,1
2019,Coimbatore,Assault,732,52.29,Medium,Evening,Commercial Area,Foggy,4.56,18.54,Temple Festival,13886,90.77,No,1
2019,Salem,Fraud,780,13.45,Medium,Evening,Highway,Rainy,11.05,12.35,Diwali,1950,93.08,No,1
2019,Salem,Burglary,235,11.75,Low,Evening,Commercial Area,Sunny,3.95,19.03,No Event,6237,89.45,No,1
2021,Perambalur,Domestic Violence,1174,22.15,High,Evening,Highway,Sunny,6.97,23.35,Christmas,2036,84.86,No,1
2019,Kanyakumari,Kidnapping,587,16.77,Medium,Afternoon,Rural Area,Stormy,9.51,30.86,Pongal,9822,68.16,No,1
2021,Coimbatore,Drug Offenses,314,3.78,Low,Afternoon,Industrial Zone,Stormy,7.08,31.2,Christmas,14210,77.69,No,1
2019,Perambalur,Drug Offenses,132,1.59,Low,Evening,Industrial Zone,Stormy,6.53,24.45,No Event,9589,74.72,No,1
2019,Tiruchirappalli,Cyber Crime,212,6.62,Low,Evening,Residential Area,Stormy,3.55,29.45,Diwali,14167,80.54,No,1
2019,Villupuram,Cyber Crime,1164,17.91,High,Night,Rural Area,Rainy,11.62,20.66,Independence Day,11546,67.48,No,1
2019,Ariyalur,Drug Offenses,530,12.05,Medium,Afternoon,Commercial Area,Sunny,4.21,15.56,Christmas,9585,65.55,No,1
2019,Chennai,Kidnapping,412,4.96,Medium,Morning,Rural Area,Foggy,10.04,20.65,Temple Festival,8004,94.74,No,1
2021,Vellore,Robbery,1090,33.03,High,Morning,Industrial Zone,Stormy,5.71,15.77,Christmas,12655,69.52,No,1
2020,Kanyakumari,Robbery,190,2.71,Low,Afternoon,Highway,Stormy,11.27,22.87,Pongal,6029,73.54,No,1
2019,Cuddalore,Cyber Crime,852,25.82,High,Night,Residential Area,Cloudy,10.98,12.18,Temple Festival,1810,66,No,1
2020,Cuddalore,Drug Offenses,1164,55.43,High,Evening,Highway,Cloudy,3.53,32.76,Pongal,1715,91.89,No,1
2021,Thanjavur,Assault,475,27.94,Medium,Night,Commercial Area,Cloudy,9.32,18.5,Temple Festival,14078,88.43,No,1
2021,Dindigul,Theft,578,17,Medium,Evening,Commercial Area,Stormy,10.33,27.39,Christmas,2457,67.06,No,1
2020,Tiruvannamalai,Fraud,1157,18.37,High,Night,Commercial Area,Rainy,3.93,26.84,Pongal,7741,84.67,Yes,2
2020,Salem,Murder,515,6.06,Medium,Night,Industrial Zone,Rainy,11,25.52,Diwali,1745,78.93,No,1
2021,Ariyalur,Assault,875,15.91,High,Afternoon,Highway,Foggy,5.35,33.84,Diwali,10516,82.32,No,1
2021,Ariyalur,Fraud,781,10.7,Medium,Afternoon,Residential Area,Foggy,6.46,17.45,Christmas,12737,76.14,No,1
2021,Ariyalur,Burglary,436,4.84,Medium,Afternoon,Highway,Rainy,8.31,29.35,Pongal,13658,93.04,No,1
2020,Chennai,Cyber Crime,661,18.89,Medium,Night,Industrial Zone,Sunny,10.93,24.52,Independence Day,6678,84.8,No,1
2021,Salem,Robbery,518,43.17,Medium,Afternoon,Industrial Zone,Rainy,6.16,12.01,Christmas,7929,74.3,No,1
2019,Theni,Murder,390,5.27,Low,Morning,Rural Area,Foggy,10.12,19.26,Temple Festival,3163,87.6,No,1
2019,Erode,Burglary,387,9.44,Low,Afternoon,Residential Area,Stormy,11.68,16.48,Christmas,3041,79.33,No,1
2019,Thanjavur,Robbery,713,7.92,Medium,Evening,Highway,Sunny,3.95,19.92,Pongal,8845,82.69,No,1
2021,Chennai,Murder,182,2,Low,Afternoon,Urban Area,Rainy,7.86,31.53,Independence Day,14389,76.94,No,1
2021,Villupuram,Theft,618,15.85,Medium,Evening,Residential Area,Foggy,8.38,29.85,Diwali,12863,67.53,No,1
2019,Namakkal,Drug Offenses,1037,24.12,High,Morning,Highway,Cloudy,3.07,31.82,Christmas,10997,68.07,No,1
2020,Villupuram,Murder,638,6.86,Medium,Afternoon,Urban Area,Rainy,5.89,16.93,Diwali,4526,82.4,No,1
2020,Krishnagiri,Cyber Crime,1010,11.1,High,Afternoon,Commercial Area,Sunny,10.42,33.54,Pongal,13064,80.52,No,1
2021,Nilgiris,Burglary,738,32.09,Medium,Morning,Urban Area,Cloudy,7.94,20.36,No Event,3508,67.92,No,1
2020,Cuddalore,Murder,653,9.75,Medium,Afternoon,Rural Area,Sunny,4.84,12.5,Christmas,2081,87.74,No,1
2019,Cuddalore,Kidnapping,521,12.12,Medium,Morning,Commercial Area,Cloudy,11.04,28.41,Christmas,1037,88.54,No,1
2020,Salem,Drug Offenses,475,9.5,Medium,Morning,Urban Area,Foggy,4.78,21.52,Diwali,9884,67.5,No,1
2021,Krishnagiri,Robbery,420,4.94,Medium,Afternoon,Industrial Zone,Foggy,4.16,17.83,Diwali,5456,74.35,No,1
2021,Tiruvarur,Theft,568,6.04,Medium,Night,Rural Area,Stormy,4,15.9,Diwali,14187,70,No,1
2021,Virudhunagar,Cyber Crime,572,11.92,Medium,Morning,Industrial Zone,Rainy,8.37,15.11,Temple Festival,9787,78.65,No,1
2021,Karur,Burglary,507,17.48,Medium,Morning,Highway,Cloudy,11.51,18.11,Christmas,658,65.48,No,1
2019,Sivagangai,Burglary,1099,13.91,High,Morning,Urban Area,Foggy,8.12,12.33,No Event,13197,80.05,No,1
2020,Ramanathapuram,Cyber Crime,699,7.68,Medium,Afternoon,Residential Area,Foggy,10.94,12.83,No Event,7678,85.24,No,1
2019,Nagapattinam,Burglary,570,38,Medium,Evening,Commercial Area,Rainy,3.18,17,Independence Day,4112,70.27,No,1
2021,Tiruvarur,Assault,725,12.5,Medium,Morning,Commercial Area,Cloudy,3.33,21.19,Diwali,12170,74.62,No,1
2019,Tiruchirappalli,Cyber Crime,916,20.82,High,Night,Highway,Sunny,8.96,19.73,No Event,14189,85.36,No,1
2019,Tirunelveli,Theft,828,9.41,High,Afternoon,Urban Area,Rainy,10.61,34.8,Christmas,8667,81.03,No,1
2019,Vellore,Cyber Crime,948,16.34,High,Morning,Commercial Area,Sunny,7,31.64,Independence Day,1569,91.23,No,1
2019,Thoothukudi,Burglary,416,37.82,Medium,Afternoon,Residential Area,Stormy,9.6,13.4,Diwali,3370,88.54,No,1
2020,Chennai,Fraud,551,6.48,Medium,Afternoon,Urban Area,Sunny,4.89,26.5,Pongal,12884,87.91,No,1
2021,Erode,Murder,52,2.74,Low,Morning,Commercial Area,Foggy,10.98,16.66,Pongal,14273,70.43,No,1
2021,Dindigul,Domestic Violence,151,2.32,Low,Morning,Industrial Zone,Stormy,11.42,32.66,No Event,2464,70.38,No,1
2019,Tiruvarur,Domestic Violence,683,62.09,Medium,Night,Urban Area,Sunny,3.01,18.66,No Event,14688,92.32,No,1
2019,Ramanathapuram,Murder,429,4.61,Medium,Night,Commercial Area,Foggy,4.79,13.7,Christmas,10683,91.52,No,1
2021,Kanyakumari,Fraud,180,10,Low,Afternoon,Urban Area,Rainy,7.5,34.39,Temple Festival,13619,91.93,No,1
2019,Nilgiris,Robbery,867,37.7,High,Morning,Urban Area,Foggy,3.58,19.91,Independence Day,1220,78.4,No,1
2020,Thanjavur,Kidnapping,358,5.42,Low,Afternoon,Rural Area,Foggy,4.08,33.68,Temple Festival,10672,77.82,No,1
2020,Erode,Burglary,727,66.09,Medium,Night,Urban Area,Stormy,7.21,12.95,Temple Festival,14385,65.46,No,1
2021,Nagapattinam,Assault,249,4.22,Low,Night,Urban Area,Foggy,9.75,15.13,No Event,10157,76.17,No,1
2020,Thanjavur,Murder,141,1.96,Low,Evening,Urban Area,Foggy,4.42,22.47,Christmas,5318,80.16,No,1
2020,Tiruchirappalli,Theft,192,2.02,Low,Evening,Industrial Zone,Foggy,8.49,32.14,Pongal,4986,89.05,No,1
2021,Tiruvarur,Fraud,1172,83.71,High,Morning,Rural Area,Stormy,11.14,10.7,Pongal,10508,84.32,No,1
2020,Theni,Cyber Crime,474,18.23,Medium,Afternoon,Industrial Zone,Foggy,3.28,11.85,No Event,14779,69.22,No,1
2021,Chennai,Drug Offenses,260,7.43,Low,Evening,Industrial Zone,Rainy,10.02,28.57,Independence Day,3761,92,No,1
2020,Coimbatore,Cyber Crime,564,20.89,Medium,Night,Rural Area,Foggy,11.51,20.12,Pongal,14373,66.34,No,1
2020,Salem,Murder,489,7.89,Medium,Afternoon,Commercial Area,Sunny,6.37,13.26,Diwali,12548,93.55,No,1
2019,Salem,Robbery,1168,14.78,High,Night,Rural Area,Rainy,8.33,22.38,No Event,10293,73.14,No,1
2019,Theni,Burglary,230,14.38,Low,Afternoon,Residential Area,Foggy,10.06,27.18,Christmas,6907,65.91,No,1
2019,Nilgiris,Murder,969,20.62,High,Night,Urban Area,Foggy,6.38,10.25,Independence Day,12880,86.88,Yes,3
2021,Thoothukudi,Cyber Crime,152,10.13,Low,Afternoon,Highway,Foggy,7.23,24.16,Pongal,5317,92.47,No,1
2019,Chennai,Assault,658,14,Medium,Night,Commercial Area,Rainy,8.12,25.53,Diwali,12853,69.47,No,1
2021,Tiruchirappalli,Domestic Violence,468,14.18,Medium,Night,Commercial Area,Sunny,7.41,19.81,No Event,14749,75.31,No,1
2020,Virudhunagar,Burglary,1132,24.09,High,Afternoon,Commercial Area,Cloudy,7.92,31.01,No Event,13224,84.27,No,1
2021,Thanjavur,Domestic Violence,374,4.02,Low,Night,Highway,Sunny,6.67,33.35,Temple Festival,13041,86.42,No,1
2020,Vellore,Kidnapping,897,20.86,High,Morning,Rural Area,Stormy,5.66,17.99,Temple Festival,8637,79.53,No,1
2021,Dindigul,Theft,908,19.74,High,Afternoon,Urban Area,Cloudy,7.75,32.75,Diwali,13843,67.69,No,1
2019,Villupuram,Fraud,505,6.08,Medium,Evening,Industrial Zone,Sunny,11.91,24,Diwali,8209,87.64,No,1
2020,Tiruvannamalai,Robbery,357,9.65,Low,Morning,Residential Area,Stormy,9.08,16.27,Independence Day,922,79.66,No,1
2019,Tiruvarur,Drug Offenses,624,10.76,Medium,Evening,Residential Area,Rainy,10.36,13.8,Christmas,5124,85.36,No,1
2021,Perambalur,Theft,1089,11.34,High,Afternoon,Rural Area,Stormy,3.28,24.4,Independence Day,4011,67.12,No,1
2021,Dharmapuri,Burglary,992,22.04,High,Evening,Commercial Area,Stormy,8.59,11.79,Diwali,8402,84.19,Yes,4
2021,Dharmapuri,Assault,202,3.31,Low,Morning,Rural Area,Sunny,6.02,32.89,Diwali,7250,84.93,No,1
2020,Thoothukudi,Drug Offenses,522,9.16,Medium,Morning,Rural Area,Sunny,11.52,19.51,Diwali,9494,73.26,No,1
2020,Karur,Murder,897,17.59,High,Evening,Rural Area,Foggy,10.28,12.57,Temple Festival,4958,94.04,No,1
2020,Perambalur,Fraud,485,5.39,Medium,Evening,Rural Area,Sunny,9.44,33.48,No Event,5784,91.82,No,1
2019,Tiruvarur,Burglary,1172,40.41,High,Afternoon,Highway,Sunny,4.42,23.28,Christmas,2254,93.58,No,1
2021,Theni,Robbery,1003,11.27,High,Morning,Commercial Area,Stormy,3.56,10.98,Temple Festival,4127,71.36,No,1
2020,Tiruchirappalli,Fraud,247,3.43,Low,Afternoon,Urban Area,Foggy,6.25,13.03,No Event,627,66.18,No,1
2020,Cuddalore,Domestic Violence,284,12.35,Low,Afternoon,Industrial Zone,Cloudy,5.79,23.24,Pongal,14895,69.19,No,1
2019,Vellore,Theft,121,2.63,Low,Evening,Urban Area,Cloudy,6.12,26.83,No Event,13088,84.1,No,1
2021,Salem,Theft,776,10.78,Medium,Afternoon,Highway,Rainy,10.11,29.19,Temple Festival,5402,81.27,No,1
2021,Perambalur,Burglary,999,11.48,High,Afternoon,Commercial Area,Sunny,10.25,26.74,Pongal,13844,82.8,No,1
2021,Chennai,Fraud,337,3.55,Low,Night,Industrial Zone,Rainy,7.88,27.52,Diwali,9355,85.28,No,1
2019,Villupuram,Fraud,1138,47.42,High,Night,Urban Area,Sunny,5.32,31.94,Pongal,3685,83.69,Yes,2
2020,Perambalur,Drug Offenses,1026,15.31,High,Evening,Rural Area,Sunny,10.23,23.63,Christmas,11743,93.44,No,1
2020,Kanyakumari,Kidnapping,707,18.13,Medium,Evening,Highway,Cloudy,7.48,34.47,Independence Day,13710,66.73,No,1
2019,Chennai,Drug Offenses,166,5.72,Low,Afternoon,Rural Area,Sunny,3.76,21.37,Temple Festival,12277,70.13,No,1
2021,Vellore,Murder,658,11.96,Medium,Evening,Rural Area,Cloudy,11.95,21.76,Temple Festival,3325,69.44,No,1
2019,Perambalur,Robbery,174,3.41,Low,Night,Commercial Area,Stormy,3.35,31.74,Pongal,5085,78.52,No,1
2020,Tirunelveli,Kidnapping,888,11.1,High,Morning,Industrial Zone,Stormy,8.39,26.7,Temple Festival,4513,65.46,No,1
2019,Tirunelveli,Robbery,1052,105.2,High,Night,Urban Area,Rainy,5.22,30.05,Christmas,697,90.39,Yes,4
2019,Villupuram,Cyber Crime,927,27.26,High,Evening,Commercial Area,Stormy,3.07,28.31,Christmas,6688,92.78,Yes,3
2020,Virudhunagar,Burglary,849,9.13,High,Night,Commercial Area,Sunny,9.82,18.37,Pongal,10264,92.39,Yes,4
2020,Thoothukudi,Theft,673,22.43,Medium,Morning,Residential Area,Cloudy,3.54,27.31,Independence Day,13355,66.06,No,1
2019,Dharmapuri,Drug Offenses,325,5.33,Low,Night,Highway,Sunny,11.97,21.73,Diwali,9379,90.95,No,1
2021,Tirunelveli,Burglary,88,1.31,Low,Morning,Highway,Sunny,11.68,12.93,No Event,5626,76.44,No,1
2021,Cuddalore,Murder,1180,59,High,Evening,Highway,Stormy,4.84,18.46,No Event,5816,75.25,No,1
2021,Madurai,Kidnapping,475,10.56,Medium,Evening,Industrial Zone,Stormy,5.08,14.38,Christmas,10845,89.21,No,1
2021,Kanyakumari,Cyber Crime,333,12.33,Low,Afternoon,Residential Area,Stormy,3.35,22.83,Independence Day,1725,66.68,No,1
2020,Tiruchirappalli,Murder,435,6.21,Medium,Morning,Urban Area,Foggy,6.93,28.47,Temple Festival,5883,93.72,No,1
2021,Dindigul,Fraud,738,11.35,Medium,Afternoon,Industrial Zone,Sunny,9.3,19.84,No Event,2248,78.82,No,1
2019,Salem,Burglary,663,7.71,Medium,Night,Residential Area,Foggy,7.95,13.53,Pongal,930,71.04,No,1
2019,Kanyakumari,Fraud,663,7.99,Medium,Night,Residential Area,Stormy,4.9,28.5,Christmas,10284,93.38,No,1
2021,Dindigul,Assault,252,8.13,Low,Night,Residential Area,Foggy,3.87,27.13,Independence Day,9442,68.1,No,1
2019,Krishnagiri,Assault,792,9.54,Medium,Night,Rural Area,Sunny,8.42,14.79,Pongal,12401,80.32,No,1
2021,Kanyakumari,Kidnapping,634,27.57,Medium,Afternoon,Highway,Rainy,8.42,33.67,Pongal,5413,71.88,No,1
2021,Krishnagiri,Domestic Violence,1104,22.53,High,Morning,Rural Area,Stormy,10.74,26.92,No Event,12994,74.16,No,1
2020,Kanyakumari,Murder,558,15.08,Medium,Evening,Rural Area,Foggy,4.19,13.65,No Event,4018,75.87,No,1
2021,Tirunelveli,Fraud,629,20.97,Medium,Evening,Residential Area,Rainy,9.35,29.67,Diwali,5911,87.7,No,1
2019,Nagapattinam,Burglary,907,15.64,High,Afternoon,Highway,Foggy,9.63,14.92,No Event,9185,94.5,No,1
2020,Dindigul,Assault,233,6.85,Low,Afternoon,Commercial Area,Sunny,7.79,12.88,Independence Day,14088,67.32,No,1
2021,Erode,Theft,174,2.76,Low,Morning,Rural Area,Rainy,5.32,12.15,Independence Day,10110,68.05,No,1
2019,Dharmapuri,Assault,97,1.15,Low,Afternoon,Rural Area,Sunny,8.44,25.61,No Event,4880,92.75,No,1
2019,Erode,Robbery,622,13.52,Medium,Afternoon,Residential Area,Sunny,6.14,16.19,Pongal,1779,86.2,No,1
2021,Tirunelveli,Assault,824,9.36,High,Afternoon,Urban Area,Sunny,9.89,13.47,No Event,9688,77.4,No,1
2021,Virudhunagar,Drug Offenses,560,43.08,Medium,Morning,Highway,Foggy,10.82,30.34,Temple Festival,8534,73.13,No,1
2019,Coimbatore,Fraud,405,9.64,Medium,Evening,Commercial Area,Cloudy,6.53,19.09,Diwali,2365,68.36,No,1
2021,Villupuram,Domestic Violence,653,16.32,Medium,Morning,Rural Area,Rainy,4.94,20.78,Temple Festival,14530,74.2,No,1
2021,Dharmapuri,Fraud,1018,13.76,High,Evening,Urban Area,Foggy,4.42,32.25,Pongal,7743,65.47,Yes,1
2019,Kanyakumari,Burglary,927,20.15,High,Night,Highway,Sunny,5.47,23.54,Pongal,4724,75.32,No,1
2020,Coimbatore,Kidnapping,990,10.53,High,Night,Highway,Cloudy,5.33,19.65,No Event,12436,94.98,No,1
2021,Namakkal,Cyber Crime,474,9.29,Medium,Evening,Residential Area,Cloudy,4.29,23.61,Christmas,9241,65.4,No,1
2019,Cuddalore,Cyber Crime,374,5.42,Low,Afternoon,Commercial Area,Cloudy,10.85,32.66,Independence Day,789,92.73,No,1
2021,Tirunelveli,Assault,117,1.48,Low,Afternoon,Urban Area,Rainy,6.26,32.61,Christmas,3121,93.31,No,1
2020,Namakkal,Burglary,430,13.03,Medium,Evening,Highway,Stormy,11.88,20.14,No Event,5467,67.22,No,1
2021,Cuddalore,Burglary,334,3.88,Low,Morning,Industrial Zone,Rainy,9.58,33.12,Diwali,5004,71.71,No,1
2021,Thanjavur,Murder,1017,44.22,High,Morning,Highway,Foggy,6.29,32.61,Independence Day,10206,69.08,No,1
2021,Perambalur,Assault,1198,59.9,High,Night,Residential Area,Rainy,10.73,28.03,Independence Day,1434,75.93,No,1
2020,Salem,Cyber Crime,149,6.48,Low,Night,Industrial Zone,Sunny,5.82,13.79,Diwali,6424,83.71,No,1
2021,Theni,Murder,1183,28.85,High,Morning,Highway,Stormy,8.31,12.46,Diwali,4685,84,No,1
2019,Perambalur,Kidnapping,857,23.81,High,Morning,Commercial Area,Rainy,10.14,20.88,Diwali,11302,69.52,No,1
2021,Chennai,Drug Offenses,444,44.4,Medium,Evening,Commercial Area,Stormy,10.69,33.64,Christmas,3779,85.85,No,1
2019,Nilgiris,Cyber Crime,459,14.34,Medium,Morning,Residential Area,Cloudy,4.59,10.17,Independence Day,10362,91.6,No,1
2019,Tiruchirappalli,Drug Offenses,417,5.64,Medium,Night,Rural Area,Rainy,7.08,33.45,Pongal,13590,85.02,No,1
2020,Ramanathapuram,Domestic Violence,63,1.09,Low,Night,Urban Area,Cloudy,4.98,12.4,Pongal,12213,94.19,No,1
2019,Virudhunagar,Theft,582,26.45,Medium,Evening,Industrial Zone,Foggy,7.98,33.16,Independence Day,13949,67.52,No,1
2019,Tiruvarur,Domestic Violence,1104,22.53,High,Afternoon,Commercial Area,Foggy,8.96,13.16,Independence Day,9827,92.86,No,1
2020,Madurai,Domestic Violence,635,15.49,Medium,Evening,Urban Area,Cloudy,11,34.37,Christmas,9273,66.33,No,1
2020,Kanyakumari,Theft,476,5.95,Medium,Morning,Residential Area,Stormy,10.54,19.37,No Event,10027,71.36,No,1
2021,Perambalur,Kidnapping,893,15.95,High,Morning,Residential Area,Foggy,5.83,13.7,Diwali,12187,82.36,No,1
2019,Dindigul,Kidnapping,891,63.64,High,Afternoon,Industrial Zone,Cloudy,9.53,34.32,Independence Day,7856,80.19,No,1
2019,Nagapattinam,Theft,384,4.47,Low,Morning,Urban Area,Cloudy,4.72,32.66,Temple Festival,6050,67.69,No,1
2020,Cuddalore,Fraud,517,5.28,Medium,Afternoon,Rural Area,Cloudy,6.24,29.56,Temple Festival,12541,73.27,No,1
2019,Cuddalore,Murder,757,16.11,Medium,Afternoon,Residential Area,Sunny,11.81,30.76,Christmas,771,86.66,No,1
2021,Nagapattinam,Kidnapping,1196,108.73,High,Afternoon,Residential Area,Sunny,5.65,18.24,Christmas,8906,93.3,No,1
2019,Sivagangai,Cyber Crime,898,16.94,High,Afternoon,Urban Area,Foggy,6.69,30.06,Diwali,8939,82.17,No,1
2020,Cuddalore,Murder,166,1.75,Low,Afternoon,Commercial Area,Foggy,11.2,33.31,No Event,13284,83.19,No,1
2020,Thoothukudi,Assault,444,4.99,Medium,Night,Highway,Sunny,7.27,20.01,No Event,13582,93.99,No,1
2020,Thoothukudi,Theft,245,4.8,Low,Night,Industrial Zone,Foggy,9.79,34.51,Christmas,11863,88.62,No,1
2019,Krishnagiri,Cyber Crime,125,1.42,Low,Morning,Commercial Area,Cloudy,6.27,12.32,Temple Festival,2592,74.73,No,1
2021,Nagapattinam,Assault,932,35.85,High,Night,Industrial Zone,Stormy,8.91,14.27,Independence Day,2786,87.75,No,1
2019,Chennai,Fraud,955,10.85,High,Afternoon,Urban Area,Rainy,11.77,34.23,Diwali,10245,93.34,No,1
2021,Tiruvarur,Drug Offenses,373,5.41,Low,Night,Commercial Area,Foggy,5.51,33.65,Independence Day,14366,68.97,No,1
2020,Coimbatore,Theft,598,13.59,Medium,Afternoon,Highway,Cloudy,5.25,29.01,Pongal,6134,68.21,No,1
2021,Nagapattinam,Kidnapping,565,5.77,Medium,Morning,Residential Area,Foggy,10.36,34.9,Temple Festival,5782,92.43,No,1
2019,Vellore,Drug Offenses,988,13.53,High,Morning,Rural Area,Sunny,4.16,25.87,Diwali,767,87.68,No,1
2019,Dharmapuri,Domestic Violence,433,8.02,Medium,Morning,Rural Area,Cloudy,4.44,30.26,Diwali,11027,71.86,No,1
2019,Madurai,Cyber Crime,602,10.2,Medium,Morning,Rural Area,Cloudy,3.1,14.26,Independence Day,5540,70.81,No,1
2020,Karur,Fraud,466,8.47,Medium,Morning,Highway,Rainy,9.91,30.48,Diwali,5236,78.79,No,1
2019,Erode,Kidnapping,756,21,Medium,Morning,Rural Area,Sunny,10.99,26.83,Temple Festival,6342,88.61,No,1
2019,Dindigul,Cyber Crime,1112,12.22,High,Morning,Industrial Zone,Rainy,10.43,19.35,Temple Festival,14422,75.35,No,1
2020,Tiruvannamalai,Kidnapping,364,3.79,Low,Night,Urban Area,Sunny,9.7,19.88,Temple Festival,8290,75.95,No,1
2020,Tirunelveli,Murder,437,43.7,Medium,Evening,Residential Area,Rainy,8.48,34.76,Diwali,5378,76.45,No,1
2021,Tiruchirappalli,Assault,1190,51.74,High,Afternoon,Highway,Sunny,7.39,23.25,Temple Festival,14040,91.7,No,1
2019,Tirunelveli,Drug Offenses,775,8.33,Medium,Evening,Urban Area,Cloudy,4.28,11.97,No Event,11703,77.22,No,1
2021,Kanyakumari,Fraud,1102,35.55,High,Evening,Urban Area,Foggy,5.05,33.48,No Event,8698,93.35,Yes,4
2019,Cuddalore,Murder,957,14.5,High,Morning,Residential Area,Foggy,7.73,14.7,No Event,9156,69.66,No,1
